,epoch,train_time,eval_time,train_loss,eval_loss,optimal_eval_loss
0,1,84.04456877708434,2.7326784133911133,58.155178,48.89336395263672,47.94754
1,2,83.21391510963441,2.7799558639526367,27.845478000000004,48.75192642211914,47.94754
2,3,83.35748338699341,2.678086042404175,63.95723,48.50314331054688,47.94754
3,4,46.090733289718635,1.393070936203003,76.79528,48.36372756958008,47.94754
4,5,46.34046149253845,1.386216163635254,18.032825,48.18000793457031,47.94754
5,6,45.91756677627564,1.3802862167358398,36.123264,48.10790634155274,47.94754
6,7,45.75046920776367,1.3898134231567385,12.837258,48.023681640625,47.94754
7,8,45.85413599014282,1.3942351341247559,43.287544,47.93645095825195,47.94754
8,9,45.79673433303833,1.3830609321594238,7.515119,47.909400939941406,47.94754
9,10,45.87131977081299,1.3807821273803709,13.019017,47.8607292175293,47.94754
10,11,46.59093236923218,1.4349935054779053,84.95914,47.82038497924805,47.94754
11,12,46.5054361820221,1.3918263912200928,29.308214000000003,47.79538345336914,47.94754
12,13,46.15202188491821,1.3901104927062988,69.59315500000001,47.79375839233398,47.94754
13,14,46.18001842498779,1.3813185691833496,14.34531,47.735389709472656,47.94754
14,15,46.17576050758362,1.387417554855347,30.590372,47.77732849121094,47.94754
15,16,46.23637366294861,1.3817551136016846,15.595705,47.73706817626953,47.94754
16,17,46.36854219436646,1.3912978172302246,39.938286,47.66829681396485,47.94754
17,18,47.00174641609192,1.400341510772705,117.25628,47.567771911621094,47.94754
18,19,46.93304491043091,1.394298791885376,7.781573,47.49415588378906,47.94754
19,20,46.93748426437378,1.3917078971862793,36.245483,47.4884033203125,47.94754
20,21,46.97901344299317,1.3948440551757812,132.66006000000002,47.46080017089844,47.94754
21,22,46.96673011779785,1.403599500656128,43.105724,47.41348266601562,47.94754
22,23,46.878722190856934,1.3997092247009275,14.141343,47.40953063964844,47.94754
23,24,47.24896097183228,1.4045536518096924,15.714486,47.40194702148438,47.94754
24,25,46.893105745315545,1.4053130149841309,50.381863,47.37527847290039,47.94754
25,26,46.84536623954773,1.3969104290008545,11.682358,47.35378646850586,47.94754
26,27,46.93476414680481,1.48378324508667,36.97947,47.316490173339844,47.94754
27,28,46.85842514038086,1.4077556133270264,61.30148000000001,47.306861877441406,47.94754
28,29,46.92000102996826,1.3887405395507812,70.859085,47.30101013183594,47.94754
29,30,47.2604501247406,1.4064037799835205,29.110119,47.3498649597168,47.94754
30,31,46.62618899345398,1.3897120952606201,21.736029,47.30144500732422,47.94754
31,32,46.33162474632263,1.3994367122650146,27.920395000000006,47.27431869506836,47.94754
32,33,46.02026319503784,1.41060209274292,55.013004,47.32234191894531,47.94754
33,34,45.96011304855347,1.3953471183776855,9.878117,47.28675079345703,47.94754
34,35,46.00305438041687,1.3932855129241943,71.0967,47.24528884887695,47.94754
35,36,46.48453855514526,1.3936691284179688,29.145685,47.28886795043945,47.94754
36,37,46.21290731430054,1.3977444171905518,64.45025,47.233665466308594,47.94754
37,38,46.0410943031311,1.3971502780914309,40.20709,47.260704040527344,47.94754
38,39,46.007933616638184,1.3937227725982666,17.264166,47.23031234741211,47.94754
39,40,46.04400849342346,1.3958523273468018,28.95446,47.29795455932617,47.94754
40,41,46.04440116882324,1.4746963977813718,177.4175,47.20766830444336,47.94754
41,42,46.36738896369934,1.3992033004760742,22.46078,47.22602462768555,47.94754
42,43,46.30909061431885,1.3959157466888428,166.9896,47.23921585083008,47.94754
43,44,46.15902042388916,1.3919479846954346,81.50833,47.20321273803711,47.94754
44,45,46.197733402252204,1.406956434249878,75.19589,47.22027969360352,47.94754
45,46,46.19865465164185,1.394423007965088,16.423113,47.20645523071289,47.94754
46,47,46.29348754882813,1.3933353424072266,15.165289,47.22948837280274,47.94754
47,48,46.47839951515198,1.398380994796753,87.74596,47.18986511230469,47.94754
48,49,46.39785957336426,1.3888983726501465,20.74623,47.20939254760742,47.94754
49,50,46.00507140159607,1.40274977684021,10.58607,47.18044662475586,47.94754
50,51,45.95616221427918,1.4223463535308838,103.22265,47.17599868774414,47.94754
51,52,46.06277465820313,1.3909132480621338,38.16162,47.20173645019531,47.94754
52,53,45.88567304611206,1.3956608772277832,22.537733,47.204856872558594,47.94754
53,54,45.86828327178955,1.39418625831604,69.56963,47.23559188842773,47.94754
54,55,47.2143018245697,1.4398360252380369,15.860668,47.21510314941406,47.94754
55,56,46.43486523628235,1.5114328861236572,14.865419,47.22123718261719,47.94754
56,57,46.74360680580139,1.4199929237365725,36.35661,47.17757415771485,47.94754
57,58,46.43775272369385,1.4115729331970217,24.116064,47.1713752746582,47.94754
58,59,46.13354539871216,1.3981783390045166,176.54536000000004,47.1768798828125,47.94754
59,60,46.13198208808899,1.4012494087219238,55.63743,47.15829849243164,47.94754
60,61,46.71526217460632,1.405081033706665,39.47451,47.14483261108398,47.94754
61,62,46.28651475906372,1.3880815505981443,45.70033,47.12889099121094,47.94754
62,63,46.342948198318474,1.392768144607544,186.42053,47.16278839111328,47.94754
63,64,46.357146978378296,1.400090217590332,14.826868,47.15370559692383,47.94754
64,65,46.41320538520813,1.4044594764709473,61.703087,47.14403533935547,47.94754
65,66,46.44759464263916,1.4048144817352295,71.52804,47.15606307983398,47.94754
66,67,46.34934020042419,1.3946421146392822,89.51509,47.14302062988281,47.94754
67,68,46.710800409317024,1.40584397315979,342.98413,47.136512756347656,47.94754
68,69,46.36780524253845,1.3969709873199463,12.909381,47.18295669555664,47.94754
69,70,46.42743706703186,1.3983185291290283,16.307126999999998,47.19009399414063,47.94754
70,71,46.38013076782226,1.403688907623291,12.238184,47.13121795654297,47.94754
71,72,46.270968675613396,1.4915146827697754,880.78735,47.16107559204102,47.94754
72,73,46.484347820281975,1.460964918136597,76.52354,47.14287948608398,47.94754
73,74,46.632431268692024,1.4008212089538574,20.507244,47.11076354980469,47.94754
74,75,46.34656858444214,1.4033470153808594,14.204048,47.12372207641602,47.94754
75,76,46.410239696502686,1.396071195602417,73.634445,47.13704681396485,47.94754
76,77,49.35205674171448,1.921724557876587,43.472797,47.12201690673828,47.94754
77,78,60.55752658843994,1.924110412597656,42.496643,47.11548233032226,47.94754
78,79,62.07794427871704,1.966322660446167,26.205633,47.116455078125,47.94754
79,80,64.30331802368164,1.9904491901397705,7.3395652999999985,47.11816787719727,47.94754
80,81,65.00579428672789,1.9387824535369875,35.2772,47.1167221069336,47.94754
81,82,53.612563133239746,1.4718225002288818,15.459897,47.12664794921875,47.94754
82,83,56.69136357307434,2.0186421871185303,64.344284,47.1036148071289,47.94754
83,84,67.30179262161255,2.3140971660614014,29.032871000000004,47.10001754760742,47.94754
84,85,71.60603308677673,2.1292047500610347,33.613873,47.11539840698242,47.94754
85,86,66.18621683120729,2.0879266262054443,40.806828,47.09567642211914,47.94754
86,87,66.99667859077454,2.600936889648437,23.787506,47.07902908325195,47.94754
87,88,68.36767292022705,2.18163537979126,51.739784,47.10062026977539,47.94754
88,89,76.05360865592957,2.3993241786956787,14.191462,47.0947151184082,47.94754
89,90,74.6827962398529,2.446692705154419,196.77588,47.08452224731445,47.94754
90,91,77.44556427001953,2.401256799697876,33.38604,47.1043586730957,47.94754
91,92,71.62268114089966,1.562621831893921,816.6129,47.0802001953125,47.94754
92,93,62.722586870193474,2.299935340881348,37.33968,47.08043670654297,47.94754
93,94,63.83407425880432,1.8469064235687256,14.20561,47.10138702392578,47.94754
94,95,60.48285484313965,1.8279674053192136,9.41066,47.13862228393555,47.94754
95,96,69.34417295455933,1.8430094718933103,44.910366,47.09098815917969,47.94754
96,97,57.5513596534729,1.581667423248291,63.407173,47.0925407409668,47.94754
97,98,56.47630977630615,1.675905704498291,21.990126,47.0941162109375,47.94754
98,99,53.40247511863709,1.56327223777771,23.75408,47.09991836547852,47.94754
99,100,56.218395948410034,1.6781353950500488,40.638367,47.08594131469727,47.94754
100,101,63.953518390655525,1.4820706844329834,23.393951,47.07231903076172,47.94754
101,102,54.119261503219604,1.9094855785369875,86.11256,47.079833984375,47.94754
102,103,60.24479651451111,1.6075406074523926,16.40739,47.07378387451172,47.94754
103,104,58.89737915992737,1.8276185989379885,19.19331,47.08040618896485,47.94754
104,105,61.15724468231201,1.6325089931488037,210.35114,47.09335708618164,47.94754
105,106,61.52665901184082,1.9716172218322756,10.192203,47.06813049316406,47.94754
106,107,59.02359080314636,1.8795323371887207,56.991592000000004,47.0792121887207,47.94754
107,108,62.86726665496826,1.99576473236084,122.76635,47.070396423339844,47.94754
108,109,57.707190990448,1.9665889739990237,51.038662,47.10513305664063,47.94754
109,110,61.0133216381073,1.569274663925171,34.04505,47.06909561157226,47.94754
110,111,61.10221457481384,1.7181065082550049,18.380537,47.07640075683594,47.94754
111,112,59.62798500061035,1.8664929866790767,19.262970000000003,47.07834243774414,47.94754
112,113,62.32706427574158,2.2884461879730225,13.698042999999998,47.06673431396485,47.94754
113,114,62.00021171569824,1.7190203666687012,11.807885,47.08425903320313,47.94754
114,115,59.61480498313904,2.1797239780426025,26.285023,47.0636215209961,47.94754
115,116,57.544909715652466,1.909108638763428,94.30046999999999,47.06698226928711,47.94754
116,117,61.4513189792633,2.0548653602600098,46.32991,47.08575439453125,47.94754
