,epoch,train_time,eval_time,train_loss,eval_loss
0,1,83.38684010505676,2.736541271209717,0.050041873,0.022224659100174904
1,2,82.25479388237,2.6703965663909908,0.024483832,0.013102719560265541
2,3,81.00736355781554,2.7250397205352783,0.018192325,0.01095822174102068
3,4,48.00509095191956,1.4705181121826172,0.013782599,0.009778762236237526
4,5,49.01722955703735,1.4744844436645508,0.014183205,0.009341618977487087
5,6,49.18283748626709,1.5015211105346682,0.011511809,0.009137856774032116
6,7,49.17077374458313,1.5461857318878174,0.010840016000000001,0.008761387318372726
7,8,48.603904247283936,1.4828498363494873,0.009809643,0.008940700441598892
8,9,48.595867395401,1.4869441986083984,0.010256939,0.008157305419445038
9,10,48.937894582748406,1.4957227706909182,0.0097179115,0.008286709897220135
10,11,49.48481416702271,1.492722749710083,0.009629828,0.008743280544877052
11,12,48.886116743087776,1.483581781387329,0.009364026999999999,0.008036251179873943
12,13,48.69550442695618,1.469412326812744,0.009847695,0.009240433573722841
13,14,48.51566982269287,1.4726107120513916,0.009904654,0.008011830039322376
14,15,48.41007828712464,1.4759061336517334,0.008843886,0.007895971648395061
15,16,48.64520812034607,1.549741268157959,0.009143808,0.008338337764143944
16,17,49.47856044769287,1.4855105876922607,0.0091489805,0.0081730792298913
17,18,48.83004951477051,1.4764246940612793,0.009819766,0.008573103696107864
18,19,48.48523807525635,1.4869937896728516,0.008827125,0.008198647759854794
19,20,48.447619199752815,1.480926275253296,0.008402804,0.007801087107509375
20,21,48.64693403244018,1.4943985939025881,0.009130358,0.009096152149140837
21,22,48.90331506729126,1.5422208309173584,0.008722826,0.007884071208536625
22,23,48.567933559417725,1.4662809371948242,0.009368371,0.008686690591275692
23,24,47.8150806427002,1.448854684829712,0.010256513,0.008261026814579964
24,25,47.72071385383606,1.4528677463531494,0.008546512,0.007930506952106953
25,26,47.803750276565545,1.5186362266540527,0.008714164,0.0077492264099419126
26,27,47.766472339630134,1.4557809829711914,0.008444674000000001,0.00793203804641962
27,28,48.134589433670044,1.470853328704834,0.0095294425,0.0078073907643556595
28,29,48.5453999042511,1.4547264575958252,0.010008862,0.007904077880084516
29,30,48.115390300750725,1.4680125713348389,0.009503311,0.007834375835955143
30,31,48.23844647407532,1.4660851955413818,0.008726693,0.007646092213690281
31,32,48.29919075965881,1.4674065113067627,0.008753995,0.007783714216202498
32,33,48.33627200126648,1.4628148078918457,0.008192993,0.007957554422318934
33,34,48.73092913627625,1.494128942489624,0.008629678,0.008214055560529232
34,35,49.296936750411994,1.4829752445220947,0.009794501,0.008373837918043138
35,36,49.20040273666382,1.484010934829712,0.008669782,0.008469976484775543
36,37,49.09821653366089,1.5189752578735352,0.008700305,0.0076675768941640845
37,38,49.14255475997925,1.4781661033630369,0.00925904,0.007911405526101591
38,39,49.21808838844299,1.4783692359924316,0.007953865,0.008102308958768845
39,40,49.42569708824158,1.5234954357147217,0.008114612,0.007634025067090987
40,41,49.354737043380744,1.5674326419830322,0.0083407415,0.008698452264070509
